D;G;C;SC;P;CCIF;GLOSA
10;5;1;02;04;10.5.1.02.04;GASTOS AGREGADOS POR CONCEPTO DE CUOTA DE INCORPORACIÓN Y/O EXÁMENES DE ADMISIÓN EN ESTABLECIMIENTOS DE EDUCACIÓN DIFERENCIAL, PRE BÁSICA, BÁSICA Y MEDIA
10;5;1;02;05;10.5.1.02.05;OTROS GASTOS N.C.P. EN ESTABLECIMIENTOS DE EDUCACIÓN  DIFERENCIAL, PRE BÁSICA, BÁSICA Y MEDIA
10;5;1;03;00;10.5.1.03.00;GASTOS AGREGADOS MATRÍCULAS, ARANCELES Y CUOTAS DE INCORPORACIÓN EN EDUCACIÓN SUPERIOR
10;5;1;03;01;10.5.1.03.01;GASTOS AGREGADOS POR CONCEPTO DE MATRÍCULAS EN ESTABLECIMIENTOS DE EDUCACIÓN SUPERIOR
10;5;1;03;02;10.5.1.03.02;GASTOS AGREGADOS POR CONCEPTO DE ARANCEL EN ESTABLECIMIENTOS DE EDUCACIÓN SUPERIOR
10;5;1;03;03;10.5.1.03.03;GASTOS AGREGADOS POR CONCEPTO DE CUOTA DE INCORPORACIÓN Y/O EXÁMENES DE ADMISIÓN EN ESTABLECIMIENTOS DE EDUCACIÓN SUPERIOR
10;5;1;03;04;10.5.1.03.04;OTROS GASTOS N.C.P. EN ESTABLECIMIENTOS DE EDUCACIÓN SUPERIOR
10;6;0;00;00;10.6.0.00.00;GASTOS NO DESGLOSADOS EN EDUCACIÓN
10;6;1;00;00;10.6.1.00.00;GASTOS NO DESGLOSADOS EN EDUCACIÓN
10;6;1;01;00;10.6.1.01.00;GASTOS NO DESGLOSADOS EN EDUCACIÓN
10;6;1;01;01;10.6.1.01.01;GASTOS NO DESGLOSADOS EN EDUCACIÓN
11;0;0;00;00;11.0.0.00.00;RESTAURANTES Y HOTELES
11;1;0;00;00;11.1.0.00.00;SERVICIOS DE SUMINISTRO DE COMIDAS POR CONTRATO
11;1;1;00;00;11.1.1.00.00;RESTAURANTES, CAFÉS Y ESTABLECIMIENTOS SIMILARES
11;1;1;01;00;11.1.1.01.00;SERVICIOS DE COMIDAS, BEBIDAS Y SIMILARES EN RESTAURANTES, BUFÉS, FUENTES DE SODA, SALONES DE TÉ, CAFÉS, BARES, CANTINAS, PUB Y DISCOTECAS
11;1;1;01;01;11.1.1.01.01;ALMUERZO Y CENAS NO DESGLOSADOS CONSUMIDOS EN RESTAURANTES Y SIMILARES
11;1;1;01;02;11.1.1.01.02;PLATO DE FONDO PARA ALMUERZO Y CENA CONSUMIDOS EN RESTAURANTES Y SIMILARES
11;1;1;01;03;11.1.1.01.03;ENTRADA PARA ALMUERZO Y CENA CONSUMIDOS EN RESTAURANTES Y SIMILARES
11;1;1;01;04;11.1.1.01.04;SÁNDWICH, COMPLETOS, PIZZAS Y EMPANADAS CONSUMIDOS EN RESTAURANTES Y SIMILARES
11;1;1;01;05;11.1.1.01.05;PAPAS FRITAS, TABLAS Y SIMILARES CONSUMIDOS EN RESTAURANTES Y SIMILARES
11;1;1;01;06;11.1.1.01.06;MASAS DULCES, TORTAS Y TARTALETAS CONSUMIDAS EN RESTAURANTES Y SIMILARES
11;1;1;01;07;11.1.1.01.07;HELADOS Y GRANIZADOS CONSUMIDOS EN RESTAURANTES Y SIMILARES
11;1;1;01;08;11.1.1.01.08;OTRO TIPO DE COMIDA RÁPIDA N.C.P. CONSUMIDA EN RESTAURANTES Y SIMILARES
11;1;1;01;09;11.1.1.01.09;DESAYUNOS Y ONCES NO DESGLOSADOS CONSUMIDOS EN RESTAURANTES Y SIMILARES
11;1;1;01;10;11.1.1.01.10;TÉ, CAFÉ E INFUSIONES CONSUMIDOS EN RESTAURANTES Y SIMILARES
11;1;1;01;11;11.1.1.01.11;BEBIDAS NO ALCOHÓLICAS CONSUMIDAS EN RESTAURANTES Y SIMILARES
11;1;1;01;12;11.1.1.01.12;BEBIDAS ALCOHÓLICAS FERMENTADAS O DESTILADAS (PURAS O COMBINADAS), CONSUMIDAS EN RESTAURANTES Y SIMILARES
11;1;1;01;13;11.1.1.01.13;VINOS CONSUMIDOS EN RESTAURANTES Y SIMILARES
11;1;1;01;14;11.1.1.01.14;CERVEZAS CONSUMIDAS EN RESTAURANTES Y SIMILARES
11;1;1;02;00;11.1.1.02.00;VENTA DE PRODUCTOS ALIMENTICIOS Y PLATOS LISTOS PARA SU CONSUMO, COMERCIALIZADOS EN SUPERMERCADOS, ALMACENES, SERVICENTROS, MINIMARKET Y SIMILARES
11;1;1;02;01;11.1.1.02.01;POLLOS ASADOS LISTOS PARA SU CONSUMO, COMERCIALIZADOS EN SUPERMERCADOS, ALMACENES Y SIMILARES
11;1;1;02;02;11.1.1.02.02;PLATOS DE FONDO LISTOS PARA SU CONSUMO, COMERCIALIZADOS EN SUPERMERCADOS, ALMACENES Y SIMILARES
11;1;1;02;03;11.1.1.02.03;SÁNDWICH, COMPLETOS, PIZZAS Y EMPANADAS LISTOS PARA SU CONSUMO, COMERCIALIZADOS EN SUPERMERCADOS, ALMACENES Y SIMILARES
11;1;1;02;04;11.1.1.02.04;OTROS ALIMENTOS DE PICOTEO LISTOS PARA SU CONSUMO, COMERCIALIZADOS EN SUPERMERCADOS, ALMACENES Y SIMILARES
11;1;1;02;05;11.1.1.02.05;OTRO TIPO DE COMIDA RÁPIDA N.C.P. LISTA PARA SU CONSUMO, COMERCIALIZADA EN SUPERMERCADOS, ALMACENES Y SIMILARES
11;1;1;02;06;11.1.1.02.06;TÉ, CAFÉ E INFUSIONES LISTOS PARA SU CONSUMO, COMERCIALIZADOS EN SUPERMERCADOS, ALMACENES Y SIMILARES
11;1;1;02;07;11.1.1.02.07;OTROS ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS N.C.P. Y NO DESGLOSADOS LISTOS PARA SU CONSUMO, COMERCIALIZADOS EN SUPERMERCADOS, ALMACENES Y SIMILARES
11;1;1;03;00;11.1.1.03.00;VENTA DE PRODUCTOS ALIMENTICIOS Y BEBIDAS LISTOS PARA SU CONSUMO, ADQUIRIDOS EN EL COMERCIO AMBULANTE Y MÁQUINAS EXPENDEDORAS AUTOMÁTICAS
11;1;1;03;01;11.1.1.03.01;PRODUCTOS DULCES ENVASADOS LISTOS PARA SU CONSUMO, ADQUIRIDOS EN COMERCIO AMBULANTE Y MÁQUINAS EXPENDEDORAS AUTOMÁTICAS
11;1;1;03;02;11.1.1.03.02;PRODUCTOS SALADOS ENVASADOS LISTOS PARA SU CONSUMO, ADQUIRIDOS EN COMERCIO AMBULANTE Y MÁQUINAS EXPENDEDORAS AUTOMÁTICAS
11;1;1;03;03;11.1.1.03.03;MASAS DULCES Y OTROS PRODUCTOS DULCES SIN ENVASAR LISTOS PARA SU CONSUMO, ADQUIRIDOS EN COMERCIO AMBULANTE Y MÁQUINAS EXPENDEDORAS AUTOMÁTICAS
11;1;1;03;04;11.1.1.03.04;SÁNDWICH, PIZZAS, EMPANADAS Y SIMILARES LISTOS PARA SU CONSUMO, ADQUIRIDOS EN COMERCIO AMBULANTE Y MÁQUINAS EXPENDEDORAS AUTOMÁTICAS
11;1;1;03;05;11.1.1.03.05;PLATO DE FONDO Y MENÚS PREPARADOS Y LISTOS PARA SU CONSUMO, ADQUIRIDOS EN COMERCIO AMBULANTE Y MÁQUINAS EXPENDEDORAS AUTOMÁTICAS
11;1;1;03;06;11.1.1.03.06;OTROS ALIMENTOS DE PICOTEO PREPARADOS Y LISTOS PARA SU CONSUMO, ADQUIRIDOS EN COMERCIO AMBULANTE Y MÁQUINAS EXPENDEDORAS AUTOMÁTICAS
11;1;1;03;07;11.1.1.03.07;BEBIDAS NO ALCOHÓLICAS LISTAS PARA SU CONSUMO, ADQUIRIDAS EN COMERCIO AMBULANTE Y MÁQUINAS EXPENDEDORAS AUTOMÁTICAS
11;1;1;03;08;11.1.1.03.08;TÉ, CAFÉ E INFUSIONES  PREPARADOS Y LISTOS PARA SU CONSUMO, ADQUIRIDOS EN COMERCIO AMBULANTE Y MÁQUINAS EXPENDEDORAS AUTOMÁTICAS
11;1;1;03;09;11.1.1.03.09;OTROS ALIMENTOS Y BEBIDAS ADQUIRIDOS EN COMERCIO AMBULANTE Y MÁQUINAS EXPENDEDORAS AUTOMÁTICAS N.C.P. Y NO DESGLOSADOS
11;1;1;04;00;11.1.1.04.00;VENTA DE PLATOS COCINADOS TANTO PARA LLEVAR COMO CON ENTREGA A DOMICILIO, ADQUIRIDOS EN RESTAURANTES Y SIMILARES
11;1;1;04;01;11.1.1.04.01;ALMUERZO Y CENAS TANTO PARA LLEVAR COMO CON ENTREGA A DOMICILIO, ADQUIRIDOS EN RESTAURANTES Y SIMILARES
11;1;1;04;02;11.1.1.04.02;PLATO DE FONDO PARA ALMUERZO Y CENA COCINADOS TANTO PARA LLEVAR COMO CON ENTREGA A DOMICILIO, ADQUIRIDOS EN RESTAURANTES Y SIMILARES
11;1;1;04;03;11.1.1.04.03;ENTRADA PARA ALMUERZO Y CENA TANTO PARA LLEVAR COMO CON ENTREGA A DOMICILIO, ADQUIRIDAS EN RESTAURANTES Y SIMILARES
11;1;1;04;04;11.1.1.04.04;SÁNDWICH, COMPLETOS, PIZZAS Y EMPANADAS TANTO PARA LLEVAR COMO CON ENTREGA A DOMICILIO, ADQUIRIDOS EN RESTAURANTES Y SIMILARES
11;1;1;04;05;11.1.1.04.05;PAPAS FRITAS, TABLAS Y SIMILARES TANTO PARA LLEVAR COMO CON ENTREGA A DOMICILIO, ADQUIRIDOS EN RESTAURANTES Y SIMILARES
11;1;1;04;06;11.1.1.04.06;MASAS DULCES TORTAS Y TARTALETAS TANTO PARA LLEVAR COMO CON ENTREGA A DOMICILIO, ADQUIRIDOS EN RESTAURANTES Y SIMILARES
11;1;1;04;07;11.1.1.04.07;HELADOS Y GRANIZADOS TANTO PARA LLEVAR COMO CON ENTREGA A DOMICILIO, ADQUIRIDOS EN RESTAURANTES Y SIMILARES
11;1;1;04;08;11.1.1.04.08;OTRO TIPO DE COMIDA RÁPIDA N.C.P. TANTO PARA LLEVAR COMO CON ENTREGA A DOMICILIO, ADQUIRIDA EN RESTAURANTES Y SIMILARES
11;1;1;04;09;11.1.1.04.09;DESAYUNOS Y ONCES NO DESGLOSADOS TANTO PARA LLEVAR COMO CON ENTREGA A DOMICILIO, ADQUIRIDOS EN RESTAURANTES Y SIMILARES
11;1;1;04;10;11.1.1.04.10;TÉ, CAFÉ E INFUSIONES TANTO PARA LLEVAR COMO CON ENTREGA A DOMICILIO, ADQUIRIDOS EN RESTAURANTES Y SIMILARES
11;1;1;04;11;11.1.1.04.11;BEBIDAS NO ALCOHÓLICAS TANTO PARA LLEVAR COMO CON ENTREGA A DOMICILIO, ADQUIRIDOS EN RESTAURANTES Y SIMILARES
11;1;1;04;12;11.1.1.04.12;BEBIDAS ALCOHÓLICAS FERMENTADAS O DESTILADAS (PURAS O COMBINADAS), ADQUIRIDAS EN RESTAURANTES Y SIMILARES
11;1;1;04;13;11.1.1.04.13;VINOS TANTO PARA LLEVAR COMO CON ENTREGA A DOMICILIO, ADQUIRIDOS EN RESTAURANTES Y SIMILARES
11;1;1;04;14;11.1.1.04.14;CERVEZAS TANTO PARA LLEVAR COMO CON ENTREGA A DOMICILIO, ADQUIRIDAS EN RESTAURANTES Y SIMILARES
11;1;2;00;00;11.1.2.00.00;SERVICIOS DE SUMINISTRO DE COMIDA EN COMEDORES DE EMPRESAS, OFICINAS, ESCUELAS, UNIVERSIDADES Y SIMILARES CENTROS DE ENSEÑANZA
11;1;2;01;00;11.1.2.01.00;SERVICIOS DE SUMINISTRO DE COMIDA EN COMEDORES DE EMPRESAS, OFICINAS, LOS DE TROPA Y DE OFICIALES DEL EJÉRCITO
11;1;2;01;01;11.1.2.01.01;SERVICIOS DE SUMINISTRO DE COMIDA OTORGADO POR LAS EMPRESAS Y OFICINAS A SUS EMPLEADOS A UN PRECIO INFERIOR
11;1;2;02;00;11.1.2.02.00;SERVICIOS DE SUMINISTRO DE COMIDA EN COMEDORES DE ESCUELAS, UNIVERSIDADES Y SIMILARES CENTROS DE ENSEÑANZA
11;1;2;02;01;11.1.2.02.01;SERVICIOS DE SUMINISTRO DE COMIDA OTORGADO POR LAS ESCUELAS, UNIVERSIDADES Y SIMILARES CENTROS DE EDUCACIÓN A SUS ALUMNOS A UN PRECIO INFERIOR
11;2;0;00;00;11.2.0.00.00;SERVICIOS DE ALOJAMIENTO
11;2;1;00;00;11.2.1.00.00;SERVICIOS DE ALOJAMIENTO Y HOSPEDAJE
11;2;1;01;00;11.2.1.01.00;SERVICIOS DE ALOJAMIENTO Y HOSPEDAJE
11;2;1;01;01;11.2.1.01.01;APART HOTEL Y MOTELES
11;2;1;01;02;11.2.1.01.02;CABAÑAS
11;2;1;01;03;11.2.1.01.03;CAMPING
11;2;1;01;04;11.2.1.01.04;COMPLEJOS TURÍSTICOS: RESORT, LODGE´S
11;2;1;01;05;11.2.1.01.05;HOSTALES, POSADAS, HOSTERÍAS, PENSIONES Y RESIDENCIALES
11;2;1;01;06;11.2.1.01.06;HOTELES
11;2;1;01;07;11.2.1.01.07;ALOJAMIENTO ESTUDIANTIL Y UNIVERSITARIO
11;3;0;00;00;11.3.0.00.00;GASTOS NO DESGLOSADOS EN RESTAURANTES Y HOTELES
11;3;1;00;00;11.3.1.00.00;GASTOS NO DESGLOSADOS EN RESTAURANTES Y HOTELES
11;3;1;01;00;11.3.1.01.00;GASTOS NO DESGLOSADOS EN RESTAURANTES Y HOTELES
11;3;1;01;01;11.3.1.01.01;GASTOS NO DESGLOSADOS EN RESTAURANTES Y HOTELES
12;0;0;00;00;12.0.0.00.00;BIENES Y SERVICIOS DIVERSOS
12;1;0;00;00;12.1.0.00.00;CUIDADO PERSONAL
12;1;1;00;00;12.1.1.00.00;SALONES DE PELUQUERÍA Y ESTABLECIMIENTOS DE CUIDADOS PERSONALES
12;1;1;01;00;12.1.1.01.00;SERVICIOS DE SALONES DE PELUQUERÍA Y ESTABLECIMIENTOS DE CUIDADOS PERSONALES
12;1;1;01;01;12.1.1.01.01;SERVICIO CORTE DE PELO, DE BARBA Y AFEITADO HOMBRE
12;1;1;01;02;12.1.1.01.02;SERVICIO DE CORTE DE PELO MUJER
12;1;1;01;03;12.1.1.01.03;SERVICIOS DE PELUQUERÍA MUJER
12;1;1;01;04;12.1.1.01.04;SERVICIO DE MAQUILLAJE MUJER
12;1;1;01;05;12.1.1.01.05;SERVICIO DE MANICURA Y PEDICURA
12;1;1;01;06;12.1.1.01.06;SERVICIO DE DEPILACIÓN
12;1;1;01;07;12.1.1.01.07;SERVICIO DE MASAJE CORPORAL NO TERAPÉUTICO
12;1;1;01;08;12.1.1.01.08;SERVICIO DE BAÑO TURCO Y SAUNA
12;1;1;01;09;12.1.1.01.09;SERVICIO EN CENTROS DE SOLÁRIUM Y BRONCEADO
12;1;1;01;10;12.1.1.01.10;SERVICIO DE PIERCING, TATUAJES Y PERFORACIONES
12;1;1;01;11;12.1.1.01.11;OTROS SERVICIOS DE PELUQUERÍA Y CUIDADO PERSONAL N.C.P.
12;1;1;01;12;12.1.1.01.12;SERVICIOS HIGIÉNICOS DE BAÑO Y DUCHAS
12;1;2;00;00;12.1.2.00.00;ARTÍCULOS ELÉCTRICOS PARA EL CUIDADO PERSONAL
12;1;2;01;00;12.1.2.01.00;ARTÍCULOS ELÉCTRICOS PARA EL CUIDADO PERSONAL
12;1;2;01;01;12.1.2.01.01;MÁQUINAS PARA EL CORTE DE PELO Y BARBA, MÁQUINAS DEPILADORAS ELÉCTRICAS
12;1;2;01;02;12.1.2.01.02;ALISADORES, PLANCHAS Y ONDULADORES DE CABELLO
12;1;2;01;03;12.1.2.01.03;SECADOR DE PELO
12;1;2;01;04;12.1.2.01.04;OTROS ARTÍCULOS ELÉCTRICOS PARA EL CUIDADO PERSONAL N.C.P.
12;1;2;02;00;12.1.2.02.00;SERVICIO DE REPARACIÓN DE ARTÍCULOS ELÉCTRICOS PARA EL CUIDADO PERSONAL
12;1;2;02;01;12.1.2.02.01;SERVICIO DE REPARACIÓN DE ARTÍCULOS ELÉCTRICOS PARA EL CUIDADO PERSONAL
12;1;3;00;00;12.1.3.00.00;OTROS ARTÍCULOS Y PRODUCTOS PARA EL CUIDADO PERSONAL
12;1;3;01;00;12.1.3.01.00;ARTÍCULOS Y ACCESORIOS NO ELÉCTRICOS PARA EL CUIDADO PERSONAL
12;1;3;01;01;12.1.3.01.01;BALANZAS PERSONALES
12;1;3;01;02;12.1.3.01.02;ARTÍCULOS PARA LA HIGIENE DENTAL
12;1;3;01;03;12.1.3.01.03;ARTÍCULOS PARA EL CABELLO
12;1;3;01;04;12.1.3.01.04;MÁQUINA DE AFEITAR DESECHABLE
12;1;3;01;05;12.1.3.01.05;PELUCAS Y EXTENSIONES
12;1;3;01;06;12.1.3.01.06;OTROS ARTÍCULOS Y ACCESORIOS NO ELÉCTRICOS PARA EL CUIDADO PERSONAL N.C.P.
12;1;3;02;00;12.1.3.02.00;ARTÍCULOS DE HIGIENE Y CUIDADO PERSONAL
12;1;3;02;01;12.1.3.02.01;SHAMPOO, BÁLSAMO Y ACONDICIONADOR
12;1;3;02;02;12.1.3.02.02;JABONES Y GEL DE DUCHA
12;1;3;02;03;12.1.3.02.03;PASTAS DENTALES Y ENJUAGUE BUCAL
12;1;3;02;04;12.1.3.02.04;DESODORANTE Y ANTISUDORALES
12;1;3;02;05;12.1.3.02.05;CREMA Y ESPUMA DE AFEITAR
12;1;3;02;06;12.1.3.02.06;POLVOS TALCOS
12;1;3;02;07;12.1.3.02.07;CREMAS CORPORALES
12;1;3;02;08;12.1.3.02.08;BLOQUEADORES SOLARES
12;1;3;03;00;12.1.3.03.00;ARTÍCULOS Y ACCESORIOS COSMÉTICOS Y DE BELLEZA
12;1;3;03;01;12.1.3.03.01;PRODUCTOS COSMÉTICOS PARA EL ROSTRO
12;1;3;03;02;12.1.3.03.02;PRODUCTOS COSMÉTICOS PARA MANOS Y UÑAS
12;1;3;03;03;12.1.3.03.03;PRODUCTOS COSMÉTICOS PARA EL CABELLO
12;1;3;03;04;12.1.3.03.04;FRAGANCIAS MASCULINAS, FEMENINAS Y PARA NIÑOS (AS) Y LACTANTES
12;1;3;03;05;12.1.3.03.05;PRODUCTOS PARA LA DEPILACIÓN
12;1;3;03;06;12.1.3.03.06;BRONCEADORES Y AUTOBRONCEANTES
12;1;3;03;07;12.1.3.03.07;OTROS ARTÍCULOS Y ACCESORIOS COSMÉTICOS Y DE BELLEZA N.C.P. Y NO DESGLOSADOS
12;1;3;04;00;12.1.3.04.00;OTROS PRODUCTOS DE HIGIENE Y CUIDADO PERSONAL
12;1;3;04;01;12.1.3.04.01;PAÑALES DESECHABLES
12;1;3;04;02;12.1.3.04.02;PAÑUELOS DESECHABLES
12;1;3;04;03;12.1.3.04.03;PAPEL HIGIÉNICO
12;1;3;04;04;12.1.3.04.04;PROTECTORES HIGIÉNICOS FEMENINOS
12;1;3;04;05;12.1.3.04.05;ALGODÓN Y PRODUCTOS SIMILARES
12;1;3;04;06;12.1.3.04.06;OTROS PRODUCTOS DE HIGIENE Y CUIDADO PERSONAL N.C.P.
12;2;0;00;00;12.2.0.00.00;PROSTITUCIÓN
12;2;1;00;00;12.2.1.00.00;PROSTITUCIÓN
12;2;1;01;00;12.2.1.01.00;PROSTITUCIÓN
12;2;1;01;01;12.2.1.01.01;SERVICIOS DE PROSTITUCIÓN
12;3;0;00;00;12.3.0.00.00;EFECTOS PERSONALES N.C.P.
12;3;1;00;00;12.3.1.00.00;JOYERÍA, RELOJES DE PARED, RELOJES DE PULSERA Y SU REPARACIÓN
12;3;1;01;00;12.3.1.01.00;JOYERÍA, PERLAS, PIEDRAS PRECIOSAS, DIAMANTES, RELOJES Y SIMILARES
12;3;1;01;01;12.3.1.01.01;JOYAS DE METALES PRECIOSOS O ENCHAPADA EN METALES PRECIOSOS
12;3;1;01;02;12.3.1.01.02;PIEDRAS PRECIOSAS Y SEMIPRECIOSAS
12;3;1;01;03;12.3.1.01.03;OTROS PRODUCTOS DE JOYERÍA N.C.P.
12;3;1;02;00;12.3.1.02.00;PRODUCTOS DE BISUTERÍA, GEMELOS Y ALFILERES DE CORBATA
12;3;1;02;01;12.3.1.02.01;JOYAS DE BISUTERÍA
12;3;1;02;02;12.3.1.02.02;OTROS PRODUCTOS DE BISUTERÍA N.C.P.
12;3;1;03;00;12.3.1.03.00;RELOJES DE PARED, DE PULSERA Y OTROS RELOJES
12;3;1;03;01;12.3.1.03.01;RELOJ PARA EL HOGAR
12;3;1;03;02;12.3.1.03.02;RELOJ DE PULSERA
12;3;1;03;03;12.3.1.03.03;OTROS RELOJES N.C.P.
12;3;1;04;00;12.3.1.04.00;SERVICIO DE REPARACIÓN DE ARTÍCULOS DE JOYERÍA, RELOJES Y SIMILARES
12;3;1;04;01;12.3.1.04.01;SERVICIO DE REPARACIÓN DE ARTÍCULOS DE JOYERÍA, BISUTERÍA, RELOJES Y SIMILARES
12;3;2;00;00;12.3.2.00.00;OTROS EFECTOS PERSONALES
12;3;2;01;00;12.3.2.01.00;MALETAS, BOLSOS, CARTERAS Y OTROS
12;3;2;01;01;12.3.2.01.01;MALETAS
12;3;2;01;02;12.3.2.01.02;BOLSOS DE VIAJE Y DEPORTIVOS
12;3;2;01;03;12.3.2.01.03;MOCHILAS Y PORTA LONCHERAS
12;3;2;01;04;12.3.2.01.04;MALETINES
12;3;2;01;05;12.3.2.01.05;CARTERAS Y BOLSOS
12;3;2;01;06;12.3.2.01.06;OTROS ARTÍCULOS PARA EL TRANSPORTE DE EFECTOS PERSONALES N.C.P.
12;3;2;02;00;12.3.2.02.00;ARTÍCULOS Y ACCESORIOS PARA BEBÉ Y MATERNOS
12;3;2;02;01;12.3.2.02.01;ARTÍCULOS PARA EL TRANSPORTE DE BEBÉ
12;3;2;02;02;12.3.2.02.02;ARTÍCULOS Y ADAPTADORES PARA BEBÉ Y MATERNALES
12;3;2;02;03;12.3.2.02.03;ACCESORIOS BEBÉ Y MATERNALES
12;3;2;03;00;12.3.2.03.00;ARTÍCULOS PARA FUMADORES
12;3;2;03;01;12.3.2.03.01;ENCENDEDOR Y MECHEROS
12;3;2;03;02;12.3.2.03.02;REPUESTOS Y OTROS ARTÍCULOS PARA FUMADORES
12;3;2;04;00;12.3.2.04.00;ARTÍCULOS PERSONALES VARIOS
12;3;2;04;01;12.3.2.04.01;LENTES DE SOL
12;3;2;04;02;12.3.2.04.02;ARTÍCULOS PERSONALES PARA LA PROTECCIÓN DEL SOL Y LA LLUVIA
12;3;2;04;03;12.3.2.04.03;OTROS ARTÍCULOS PERSONALES VARIOS N.C.P.
12;3;2;05;00;12.3.2.05.00;ARTÍCULOS FUNERARIOS
12;3;2;05;01;12.3.2.05.01;CORONAS DE FLORES
12;3;2;05;02;12.3.2.05.02;ATAÚD Y ÁNFORAS
12;3;2;05;03;12.3.2.05.03;LÁPIDAS
12;3;2;05;04;12.3.2.05.04;OTROS ARTÍCULOS FUNERARIOS N.C.P.
12;4;0;00;00;12.4.0.00.00;PROTECCIÓN SOCIAL
12;4;1;00;00;12.4.1.00.00;PROTECCIÓN SOCIAL
12;4;1;01;00;12.4.1.01.00;SERVICIO DE PROTECCIÓN SOCIAL
12;4;1;01;01;12.4.1.01.01;SERVICIO DE RESIDENCIA PARA ADULTOS MAYORES
12;4;1;01;02;12.4.1.01.02;SERVICIO DE RESIDENCIA PARA PERSONAS CON DISCAPACIDAD
12;4;1;01;03;12.4.1.01.03;CENTROS DE APOYO PARA HABILIDADES SOCIALES PARA PERSONAS CON DISCAPACIDAD
12;4;1;01;04;12.4.1.01.04;CENTROS DE REHABILITACIÓN DE DROGAS, ALCOHOL Y OTRAS ADICCIONES
12;4;1;02;00;12.4.1.02.00;SERVICIOS PARA EL CUIDADO DE NIÑOS
12;4;1;02;01;12.4.1.02.01;SERVICIO DE GUARDERÍA
12;4;1;02;02;12.4.1.02.02;SERVICIOS PARA EL CUIDADO DE NIÑOS
12;4;1;03;00;12.4.1.03.00;SERVICIOS CONSULTIVOS
12;4;1;03;01;12.4.1.03.01;OTROS SERVICIOS CONSULTIVOS N.C.P.
12;5;0;00;00;12.5.0.00.00;SEGUROS
12;5;1;00;00;12.5.1.00.00;SEGUROS ASOCIADOS A LA VIVIENDA
12;5;1;01;00;12.5.1.01.00;SERVICIO DE SEGUROS ASOCIADOS A LA VIVIENDA
12;5;1;01;01;12.5.1.01.01;SEGUROS DE LA VIVIENDA
12;5;2;00;00;12.5.2.00.00;SEGUROS ASOCIADOS A LA  SALUD
12;5;2;01;00;12.5.2.01.00;SEGUROS VOLUNTARIOS ASOCIADOS A LA SALUD
12;5;2;01;01;12.5.2.01.01;SEGUROS DE SALUD
12;5;2;01;02;12.5.2.01.02;SEGUROS CONTRA ACCIDENTES
12;5;3;00;00;12.5.3.00.00;SEGUROS ASOCIADOS AL EQUIPO DE TRANSPORTE PERSONAL
12;5;3;01;00;12.5.3.01.00;SEGUROS ASOCIADOS AL EQUIPO DE TRANSPORTE PERSONAL
12;5;3;01;01;12.5.3.01.01;SEGUROS RELACIONADOS CON EL AUTOMÓVIL
12;5;3;01;02;12.5.3.01.02;OTROS SEGUROS ASOCIADOS CON OTROS VEHÍCULOS N.C.P.
12;5;3;02;00;12.5.3.02.00;SEGUROS DE VIAJES Y EQUIPAJE
12;5;3;02;01;12.5.3.02.01;SEGUROS DE VIAJES Y EQUIPAJE
12;5;3;03;00;12.5.3.03.00;OTROS SEGUROS NO ASOCIADOS
12;5;3;03;01;12.5.3.03.01;OTROS SEGUROS NO ASOCIADOS N.C.P.
12;5;4;00;00;12.5.4.00.00;GASTOS FINANCIEROS EN SEGUROS ASOCIADOS A INSTRUMENTOS FINANCIEROS
12;5;4;01;00;12.5.4.01.00;SEGUROS ASOCIADOS A INSTRUMENTOS FINANCIEROS
12;5;4;01;01;12.5.4.01.01;SEGUROS ASOCIADOS A INSTRUMENTOS FINANCIEROS DE INSTITUCIONES BANCARIAS
12;5;4;01;02;12.5.4.01.02;SEGUROS ASOCIADOS A INSTRUMENTOS FINANCIEROS DE CASAS COMERCIALES
12;5;4;01;03;12.5.4.01.03;SEGUROS ASOCIADOS A INSTRUMENTOS FINANCIEROS DE INSTITUCIONES FINANCIERAS
12;5;4;01;04;12.5.4.01.04;OTROS GATOS FINANCIEROS EN SEGUROS ASOCIADOS A INSTRUMENTOS FINANCIEROS N.C.P.
12;6;0;00;00;12.6.0.00.00;SERVICIOS FINANCIEROS N.C.P.
12;6;1;00;00;12.6.1.00.00;SERVICIOS DE INTERMEDIACIÓN FINANCIERA
12;6;1;01;00;12.6.1.01.00;SERVICIOS DE INTERMEDIACIÓN FINANCIERA
12;6;1;01;01;12.6.1.01.01;GASTOS FINANCIEROS EN INTERESES POR PRÉSTAMOS DE INSTITUCIONES BANCARIAS
12;6;1;01;02;12.6.1.01.02;GASTOS FINANCIEROS EN INTERESES POR PRÉSTAMOS DE CASAS COMERCIALES
12;6;1;01;03;12.6.1.01.03;GASTOS FINANCIEROS EN INTERESES POR PRÉSTAMOS INSTITUCIONALES
12;6;1;01;04;12.6.1.01.04;OTROS GASTOS EN INTERESES DE INTERMEDIACIÓN FINANCIERA N.C.P.
12;6;1;01;05;12.6.1.01.05;GASTOS FINANCIEROS DE ADMINISTRACIÓN POR PRÉSTAMOS DE INSTITUCIONES BANCARIAS
12;6;1;01;06;12.6.1.01.06;GASTOS FINANCIEROS DE ADMINISTRACIÓN POR PRÉSTAMOS DE CASAS COMERCIALES
12;6;1;01;07;12.6.1.01.07;GASTOS FINANCIEROS DE ADMINISTRACIÓN POR PRÉSTAMOS INSTITUCIONALES
