D;G;C;SC;P;CCIF;GLOSA
09;5;2;00;00;09.5.2.00.00;DIARIOS Y PERIÓDICOS
09;5;2;01;00;09.5.2.01.00;DIARIOS, PERIÓDICOS Y REVISTAS
09;5;2;01;01;09.5.2.01.01;DIARIOS
09;5;2;01;02;09.5.2.01.02;REVISTAS
09;5;3;00;00;09.5.3.00.00;MATERIAL IMPRESO  DIVERSO
09;5;3;01;00;09.5.3.01.00;TARJETAS Y CALENDARIOS
09;5;3;01;01;09.5.3.01.01;TARJETAS POSTALES Y TARJETAS CON DIVERSOS MENSAJES
09;5;3;01;02;09.5.3.01.02;POSTER Y LÁMINAS IMPRESOS
09;5;3;02;00;09.5.3.02.00;MAPAS Y GLOBOS TERRÁQUEOS
09;5;3;02;01;09.5.3.02.01;MAPAS Y GLOBOS TERRÁQUEOS
09;5;4;00;00;09.5.4.00.00;PAPEL Y ÚTILES DE OFICINA Y MATERIALES DE DIBUJO
09;5;4;01;00;09.5.4.01.00;PAPELES Y ÚTILES DE OFICINA
09;5;4;01;01;09.5.4.01.01;PAPELES, SOBRES, CUADERNOS
09;5;4;01;02;09.5.4.01.02;LÁPICES, LAPICERAS, PLUMONES, TIZAS Y RELACIONADOS
09;5;4;01;03;09.5.4.01.03;CARTUCHOS, TONERS Y TINTAS DE IMPRESORAS
09;5;4;02;00;09.5.4.02.00;TIJERAS, ADHESIVOS, GRAPADORAS Y GRAPAS, CLIPS
09;5;4;02;01;09.5.4.02.01;EQUIPOS Y ARTÍCULOS DE ESCRITORIO
09;5;4;03;00;09.5.4.03.00;MATERIALES ESCOLARES, PARA PINTURA Y OTROS ARTÍCULOS RELACIONADOS
09;5;4;03;01;09.5.4.03.01;MATERIALES ESCOLARES, PARA PINTURA Y OTROS ARTÍCULOS RELACIONADOS
09;6;0;00;00;09.6.0.00.00;PAQUETES TURÍSTICOS
09;6;1;00;00;09.6.1.00.00;PAQUETES TURÍSTICOS
09;6;1;01;00;09.6.1.01.00;PAQUETES TURÍSTICOS CON TODO INCLUIDO
09;6;1;01;01;09.6.1.01.01;PAQUETES TURÍSTICOS NACIONALES
09;6;1;01;02;09.6.1.01.02;PAQUETES TURÍSTICOS INTERNACIONALES
09;6;1;01;03;09.6.1.01.03;VIAJES NACIONALES NO DESGLOSADOS Y N.C.P.
09;6;1;01;04;09.6.1.01.04;VIAJES INTERNACIONALES NO DESGLOSADOS Y N.C.P.
09;7;0;00;00;09.7.0.00.00;GASTOS NO DESGLOSADOS EN RECREACIÓN Y CULTURA
09;7;1;00;00;09.7.1.00.00;GASTOS NO DESGLOSADOS EN RECREACIÓN Y CULTURA
09;7;1;01;00;09.7.1.01.00;GASTOS NO DESGLOSADOS EN RECREACIÓN Y CULTURA
09;7;1;01;01;09.7.1.01.01;GASTOS NO DESGLOSADOS EN RECREACIÓN Y CULTURA
10;0;0;00;00;10.0.0.00.00;EDUCACIÓN
10;1;0;00;00;10.1.0.00.00;ENSEÑANZA PREESCOLAR Y BÁSICA
10;1;1;00;00;10.1.1.00.00;ENSEÑANZA PREESCOLAR Y BÁSICA
10;1;1;01;00;10.1.1.01.00;SERVICIO DE ENSEÑANZA DE SALA CUNA
10;1;1;01;01;10.1.1.01.01;GASTO EN MATRÍCULA SALA CUNA PARTICULAR PAGADA
10;1;1;01;02;10.1.1.01.02;ARANCEL (MENSUALIZADO) SALA CUNA PARTICULAR PAGADA
10;1;1;01;03;10.1.1.01.03;GASTO EN CUOTAS DE CENTRO DE PADRES SALA CUNA PARTICULAR PAGADO
10;1;1;01;04;10.1.1.01.04;CUOTAS DE INCORPORACIÓN Y EXAMEN DE ADMISIÓN SALA CUNA PARTICULAR PAGADO
10;1;1;01;05;10.1.1.01.05;GASTO EN MATRÍCULA SALA CUNA PARTICULAR SUBVENCIONADO
10;1;1;01;06;10.1.1.01.06;ARANCEL (MENSUALIZADO) SALA CUNA PARTICULAR SUBVENCIONADO
10;1;1;01;07;10.1.1.01.07;GASTO EN CUOTAS DE CENTRO DE PADRES SALA CUNA PARTICULAR SUBVENCIONADO
10;1;1;01;08;10.1.1.01.08;CUOTAS DE INCORPORACIÓN Y EXAMEN DE ADMISIÓN SALA CUNA PARTICULAR SUBVENCIONADO
10;1;1;01;09;10.1.1.01.09;GASTO EN MATRÍCULA SALA CUNA MUNICIPAL Y CORPORACIÓN DE ADMINISTRACIÓN DELEGADA
10;1;1;01;10;10.1.1.01.10;ARANCEL (MENSUALIZADO) SALA CUNA MUNICIPAL Y CORPORACIÓN DE ADMINISTRACIÓN DELEGADA
10;1;1;01;11;10.1.1.01.11;GASTO EN CUOTAS DE CENTRO DE PADRES SALA CUNA MUNICIPAL Y CORPORACIÓN DE ADMINISTRACIÓN DELEGADA
10;1;1;01;12;10.1.1.01.12;CUOTAS DE INCORPORACIÓN Y EXAMEN DE ADMISIÓN SALA CUNA MUNICIPAL Y CORPORACIÓN DE ADMINISTRACIÓN DELEGADA
10;1;1;01;13;10.1.1.01.13;GASTO EN MATRÍCULA SALA CUNA OTRO TIPO DE ESTABLECIMIENTO O ESTABLECIMIENTO SIN DEPENDENCIA ADMINISTRATIVA
10;1;1;01;14;10.1.1.01.14;ARANCEL (MENSUALIZADO) SALA CUNA OTRO TIPO DE ESTABLECIMIENTO O ESTABLECIMIENTO SIN DEPENDENCIA ADMINISTRATIVA
10;1;1;01;15;10.1.1.01.15;GASTO EN CUOTAS DE CENTRO DE PADRES SALA CUNA OTRO TIPO DE ESTABLECIMIENTO O ESTABLECIMIENTO SIN DEPENDENCIA ADMINISTRATIVA
10;1;1;01;16;10.1.1.01.16;CUOTAS DE INCORPORACIÓN Y EXAMEN DE ADMISIÓN SALA CUNA OTRO TIPO DE ESTABLECIMIENTO O ESTABLECIMIENTO SIN DEPENDENCIA ADMINISTRATIVA
10;1;1;01;17;10.1.1.01.17;OTROS GASTOS N.C.P. Y GASTOS NO DESGLOSADOS EN SERVICIO DE SALA CUNA
10;1;1;02;00;10.1.1.02.00;SERVICIO DE EDUCACIÓN DE JARDÍN INFANTIL
10;1;1;02;01;10.1.1.02.01;GASTO EN MATRÍCULA JARDÍN INFANTIL PARTICULAR PAGADO
10;1;1;02;02;10.1.1.02.02;ARANCEL (MENSUALIZADO) JARDÍN INFANTIL PARTICULAR PAGADO
10;1;1;02;03;10.1.1.02.03;GASTO EN CUOTAS DE CENTRO DE PADRES JARDÍN INFANTIL PARTICULAR PAGADO
10;1;1;02;04;10.1.1.02.04;CUOTAS DE INCORPORACIÓN Y EXAMEN DE ADMISIÓN JARDÍN INFANTIL PARTICULAR PAGADO
10;1;1;02;05;10.1.1.02.05;GASTO EN MATRÍCULA JARDÍN INFANTIL PARTICULAR SUBVENCIONADO
10;1;1;02;06;10.1.1.02.06;ARANCEL (MENSUALIZADO) JARDÍN INFANTIL PARTICULAR SUBVENCIONADO
10;1;1;02;07;10.1.1.02.07;GASTO EN CUOTAS DE CENTRO DE PADRES JARDÍN INFANTIL PARTICULAR SUBVENCIONADO
10;1;1;02;08;10.1.1.02.08;CUOTAS DE INCORPORACIÓN Y EXAMEN DE ADMISIÓN JARDÍN INFANTIL PARTICULAR SUBVENCIONADO
10;1;1;02;09;10.1.1.02.09;GASTO EN MATRÍCULA JARDÍN INFANTIL MUNICIPAL Y CORPORACIÓN DE ADMINISTRACIÓN DELEGADA
10;1;1;02;10;10.1.1.02.10;ARANCEL (MENSUALIZADO) JARDÍN INFANTIL MUNICIPAL Y CORPORACIÓN DE ADMINISTRACIÓN DELEGADA
10;1;1;02;11;10.1.1.02.11;GASTO EN CUOTAS DE CENTRO DE PADRES JARDÍN INFANTIL MUNICIPAL Y CORPORACIÓN DE ADMINISTRACIÓN DELEGADA
10;1;1;02;12;10.1.1.02.12;CUOTAS DE INCORPORACIÓN Y EXAMEN DE ADMISIÓN JARDÍN INFANTIL MUNICIPAL Y CORPORACIÓN DE ADMINISTRACIÓN DELEGADA
10;1;1;02;13;10.1.1.02.13;GASTO EN MATRÍCULA JARDÍN INFANTIL OTRO TIPO DE ESTABLECIMIENTO O ESTABLECIMIENTO SIN DEPENDENCIA ADMINISTRATIVA
10;1;1;02;14;10.1.1.02.14;ARANCEL (MENSUALIZADO) JARDÍN INFANTIL OTRO TIPO DE ESTABLECIMIENTO O ESTABLECIMIENTO SIN DEPENDENCIA ADMINISTRATIVA
10;1;1;02;15;10.1.1.02.15;GASTO EN CUOTAS DE CENTRO DE PADRES JARDÍN INFANTIL OTRO TIPO DE ESTABLECIMIENTO O ESTABLECIMIENTO SIN DEPENDENCIA ADMINISTRATIVA
10;1;1;02;16;10.1.1.02.16;CUOTAS DE INCORPORACIÓN Y EXAMEN DE ADMISIÓN JARDÍN INFANTIL OTRO TIPO DE ESTABLECIMIENTO O ESTABLECIMIENTO SIN DEPENDENCIA ADMINISTRATIVA
10;1;1;02;17;10.1.1.02.17;OTROS GASTOS N.C.P. EN JARDINES INFANTILES
10;1;1;03;00;10.1.1.03.00;SERVICIO DE EDUCACIÓN DE TRANSICIÓN (PREKINDER - KINDER)
10;1;1;03;01;10.1.1.03.01;GASTO EN MATRÍCULA PREKINDER - KINDER PARTICULAR PAGADO
10;1;1;03;02;10.1.1.03.02;ARANCEL (MENSUALIZADO) PREKINDER - KINDER PARTICULAR PAGADO
10;1;1;03;03;10.1.1.03.03;GASTO EN CUOTAS DE CENTRO DE PADRES PREKINDER - KINDER PARTICULAR PAGADO
10;1;1;03;04;10.1.1.03.04;CUOTAS DE INCORPORACIÓN Y EXAMEN DE ADMISIÓN PREKINDER - KINDER PARTICULAR PAGADO
10;1;1;03;05;10.1.1.03.05;GASTO EN MATRÍCULA PREKINDER - KINDER PARTICULAR SUBVENCIONADO
10;1;1;03;06;10.1.1.03.06;ARANCEL (MENSUALIZADO)  PREKINDER - KINDER PARTICULAR SUBVENCIONADO
10;1;1;03;07;10.1.1.03.07;GASTO EN CUOTAS DE CENTRO DE PADRES PREKINDER - KINDER PARTICULAR SUBVENCIONADO
10;1;1;03;08;10.1.1.03.08;CUOTAS DE INCORPORACIÓN Y EXAMEN DE ADMISIÓN PREKINDER - KINDER PARTICULAR SUBVENCIONADO
10;1;1;03;09;10.1.1.03.09;GASTO EN MATRÍCULA PREKINDER - KINDER MUNICIPAL Y CORPORACIÓN DE ADMINISTRACIÓN DELEGADA
10;1;1;03;10;10.1.1.03.10;ARANCEL (MENSUALIZADO)  PREKINDER - KINDER MUNICIPAL Y CORPORACIÓN DE ADMINISTRACIÓN DELEGADA
10;1;1;03;11;10.1.1.03.11;GASTO EN CUOTAS DE CENTRO DE PADRES PREKINDER - KINDER MUNICIPAL Y CORPORACIÓN DE ADMINISTRACIÓN DELEGADA
10;1;1;03;12;10.1.1.03.12;CUOTAS DE INCORPORACIÓN Y EXAMEN DE ADMISIÓN PREKINDER - KINDER MUNICIPAL Y CORPORACIÓN DE ADMINISTRACIÓN DELEGADA
10;1;1;03;13;10.1.1.03.13;GASTO EN MATRÍCULA PREKINDER - KINDER OTRO TIPO DE ESTABLECIMIENTO O ESTABLECIMIENTO SIN DEPENDENCIA ADMINISTRATIVA
10;1;1;03;14;10.1.1.03.14;ARANCEL (MENSUALIZADO)  PREKINDER - KINDER OTRO TIPO DE ESTABLECIMIENTO O ESTABLECIMIENTO SIN DEPENDENCIA ADMINISTRATIVA
10;1;1;03;15;10.1.1.03.15;GASTO EN CUOTAS DE CENTRO DE PADRES PREKINDER - KINDER OTRO TIPO DE ESTABLECIMIENTO O ESTABLECIMIENTO SIN DEPENDENCIA ADMINISTRATIVA
10;1;1;03;16;10.1.1.03.16;CUOTAS DE INCORPORACIÓN Y EXAMEN DE ADMISIÓN PREKINDER - KINDER OTRO TIPO DE ESTABLECIMIENTO  O ESTABLECIMIENTO SIN DEPENDENCIA ADMINISTRATIVA
10;1;1;03;17;10.1.1.03.17;OTROS GASTOS N.C.P. EN PREKINDER – KÍNDER
10;1;1;04;00;10.1.1.04.00;SERVICIO DE EDUCACIÓN DE 1° CICLO DE LA ENSEÑANZA BÁSICA
10;1;1;04;01;10.1.1.04.01;GASTO EN MATRÍCULA 1° CICLO PARTICULAR PAGADO
10;1;1;04;02;10.1.1.04.02;ARANCEL (MENSUALIZADO)  1° CICLO PARTICULAR PAGADO
10;1;1;04;03;10.1.1.04.03;GASTO EN CUOTAS DE CENTRO DE PADRES 1° CICLO PARTICULAR PAGADO
10;1;1;04;04;10.1.1.04.04;CUOTAS DE INCORPORACIÓN Y EXAMEN DE ADMISIÓN 1° CICLO PARTICULAR PAGADO
10;1;1;04;05;10.1.1.04.05;GASTO EN MATRÍCULA 1° CICLO PARTICULAR SUBVENCIONADO
10;1;1;04;06;10.1.1.04.06;ARANCEL (MENSUALIZADO)  1° CICLO PARTICULAR SUBVENCIONADO
10;1;1;04;07;10.1.1.04.07;GASTO EN CUOTAS DE CENTRO DE PADRES 1° CICLO PARTICULAR SUBVENCIONADO
10;1;1;04;08;10.1.1.04.08;CUOTAS DE INCORPORACIÓN Y EXAMEN DE ADMISIÓN 1° CICLO PARTICULAR SUBVENCIONADO
10;1;1;04;09;10.1.1.04.09;GASTO EN MATRÍCULA 1° CICLO MUNICIPAL Y CORPORACIÓN DE ADMINISTRACIÓN DELEGADA
10;1;1;04;10;10.1.1.04.10;ARANCEL (MENSUALIZADO) 1° CICLO MUNICIPAL Y CORPORACIÓN DE ADMINISTRACIÓN DELEGADA
10;1;1;04;11;10.1.1.04.11;GASTO EN CUOTAS DE CENTRO DE PADRES 1° CICLO MUNICIPAL Y CORPORACIÓN DE ADMINISTRACIÓN DELEGADA
10;1;1;04;12;10.1.1.04.12;CUOTAS DE INCORPORACIÓN Y EXAMEN DE ADMISIÓN 1° CICLO MUNICIPAL Y CORPORACIÓN DE ADMINISTRACIÓN DELEGADA
10;1;1;04;13;10.1.1.04.13;GASTO EN MATRÍCULA 1° CICLO OTRO TIPO DE ESTABLECIMIENTO O ESTABLECIMIENTO SIN DEPENDENCIA ADMINISTRATIVA
10;1;1;04;14;10.1.1.04.14;ARANCEL (MENSUALIZADO) 1° CICLO OTRO TIPO DE ESTABLECIMIENTO O ESTABLECIMIENTO SIN DEPENDENCIA ADMINISTRATIVA
10;1;1;04;15;10.1.1.04.15;GASTO EN CUOTAS DE CENTRO DE PADRES 1° CICLO OTRO TIPO DE ESTABLECIMIENTO O ESTABLECIMIENTO SIN DEPENDENCIA ADMINISTRATIVA
10;1;1;04;16;10.1.1.04.16;CUOTAS DE INCORPORACIÓN Y EXAMEN DE ADMISIÓN 1° CICLO OTRO TIPO DE ESTABLECIMIENTO O ESTABLECIMIENTO SIN DEPENDENCIA ADMINISTRATIVA
10;1;1;04;17;10.1.1.04.17;OTROS GASTOS N.C.P. EN 1° CICLO DE LA ENSEÑANZA BÁSICA
10;1;1;05;00;10.1.1.05.00;SERVICIO DE EDUCACIÓN DE 2° CICLO DE LA ENSEÑANZA BÁSICA
10;1;1;05;01;10.1.1.05.01;GASTO EN MATRÍCULA 2° CICLO PARTICULAR PAGADO
10;1;1;05;02;10.1.1.05.02;ARANCEL (MENSUALIZADO) 2° CICLO PARTICULAR PAGADO
10;1;1;05;03;10.1.1.05.03;GASTO EN CUOTAS DE CENTRO DE PADRES 2° CICLO PARTICULAR PAGADO
10;1;1;05;04;10.1.1.05.04;CUOTAS DE INCORPORACIÓN Y EXAMEN DE ADMISIÓN 2° CICLO PARTICULAR PAGADO
10;1;1;05;05;10.1.1.05.05;GASTO EN MATRÍCULA 2° CICLO PARTICULAR SUBVENCIONADO
10;1;1;05;06;10.1.1.05.06;ARANCEL (MENSUALIZADO) 2° CICLO PARTICULAR SUBVENCIONADO
10;1;1;05;07;10.1.1.05.07;GASTO EN CUOTAS DE CENTRO DE PADRES 2° CICLO PARTICULAR SUBVENCIONADO
10;1;1;05;08;10.1.1.05.08;CUOTAS DE INCORPORACIÓN Y EXAMEN DE ADMISIÓN 2° CICLO PARTICULAR SUBVENCIONADO
10;1;1;05;09;10.1.1.05.09;GASTO EN MATRÍCULA 2° CICLO MUNICIPAL Y CORPORACIÓN DE ADMINISTRACIÓN DELEGADA
10;1;1;05;10;10.1.1.05.10;ARANCEL (MENSUALIZADO) 2° CICLO MUNICIPAL Y CORPORACIÓN DE ADMINISTRACIÓN DELEGADA
10;1;1;05;11;10.1.1.05.11;GASTO EN CUOTAS DE CENTRO DE PADRES 2° CICLO MUNICIPAL Y CORPORACIÓN DE ADMINISTRACIÓN DELEGADA
10;1;1;05;12;10.1.1.05.12;CUOTAS DE INCORPORACIÓN Y EXAMEN DE ADMISIÓN 2° CICLO MUNICIPAL Y CORPORACIÓN DE ADMINISTRACIÓN DELEGADA
10;1;1;05;13;10.1.1.05.13;GASTO EN MATRÍCULA 2° CICLO OTRO TIPO DE ESTABLECIMIENTO O ESTABLECIMIENTO SIN DEPENDENCIA ADMINISTRATIVA
10;1;1;05;14;10.1.1.05.14;ARANCEL (MENSUALIZADO) 2° CICLO OTRO TIPO DE ESTABLECIMIENTO O ESTABLECIMIENTO SIN DEPENDENCIA ADMINISTRATIVA
10;1;1;05;15;10.1.1.05.15;GASTO EN CUOTAS DE CENTRO DE PADRES 2° CICLO OTRO TIPO DE ESTABLECIMIENTO O ESTABLECIMIENTO SIN DEPENDENCIA ADMINISTRATIVA
10;1;1;05;16;10.1.1.05.16;CUOTAS DE INCORPORACIÓN Y EXAMEN DE ADMISIÓN 2° CICLO OTRO TIPO DE ESTABLECIMIENTO O ESTABLECIMIENTO SIN DEPENDENCIA ADMINISTRATIVA
10;1;1;05;17;10.1.1.05.17;OTROS GASTOS N.C.P. EN  2° CICLO DE LA ENSEÑANZA BÁSICA
10;2;0;00;00;10.2.0.00.00;ENSEÑANZA SECUNDARIA
10;2;1;00;00;10.2.1.00.00;ENSEÑANZA SECUNDARIA
10;2;1;01;00;10.2.1.01.00;SERVICIO DE EDUCACIÓN DE LA ENSEÑANZA MEDIA
10;2;1;01;01;10.2.1.01.01;GASTO EN MATRÍCULA EDUCACIÓN MEDIA PARTICULAR PAGADO
10;2;1;01;02;10.2.1.01.02;ARANCEL (MENSUALIZADO) EDUCACIÓN MEDIA PARTICULAR PAGADO
10;2;1;01;03;10.2.1.01.03;GASTO EN CUOTAS DE CENTRO DE PADRES EDUCACIÓN MEDIA PARTICULAR PAGADO
10;2;1;01;04;10.2.1.01.04;CUOTAS DE INCORPORACIÓN Y EXAMEN DE ADMISIÓN EDUCACIÓN MEDIA PARTICULAR PAGADO
10;2;1;01;05;10.2.1.01.05;GASTO EN MATRÍCULA EDUCACIÓN MEDIA PARTICULAR SUBVENCIONADO
10;2;1;01;06;10.2.1.01.06;ARANCEL (MENSUALIZADO) EDUCACIÓN MEDIA PARTICULAR SUBVENCIONADO
10;2;1;01;07;10.2.1.01.07;GASTO EN CUOTAS DE CENTRO DE PADRES EDUCACIÓN MEDIA PARTICULAR SUBVENCIONADO
10;2;1;01;08;10.2.1.01.08;CUOTAS DE INCORPORACIÓN Y EXAMEN DE ADMISIÓN EDUCACIÓN MEDIA PARTICULAR SUBVENCIONADO
10;2;1;01;09;10.2.1.01.09;GASTO EN MATRÍCULA EDUCACIÓN MEDIA MUNICIPAL Y CORPORACIÓN DE ADMINISTRACIÓN DELEGADA
10;2;1;01;10;10.2.1.01.10;ARANCEL (MENSUALIZADO) EDUCACIÓN MEDIA MUNICIPAL Y CORPORACIÓN DE ADMINISTRACIÓN DELEGADA
10;2;1;01;11;10.2.1.01.11;GASTO EN CUOTAS DE CENTRO DE PADRES EDUCACIÓN MEDIA MUNICIPAL Y CORPORACIÓN DE ADMINISTRACIÓN DELEGADA
10;2;1;01;12;10.2.1.01.12;CUOTAS DE INCORPORACIÓN Y EXAMEN DE ADMISIÓN EDUCACIÓN MEDIA MUNICIPAL Y CORPORACIÓN DE ADMINISTRACIÓN DELEGADA
10;2;1;01;13;10.2.1.01.13;GASTO EN MATRÍCULA EDUCACIÓN MEDIA OTRO TIPO DE ESTABLECIMIENTO O ESTABLECIMIENTO SIN DEPENDENCIA ADMINISTRATIVA
10;2;1;01;14;10.2.1.01.14;ARANCEL (MENSUALIZADO) EDUCACIÓN MEDIA OTRO TIPO DE ESTABLECIMIENTO O ESTABLECIMIENTO SIN DEPENDENCIA ADMINISTRATIVA
10;2;1;01;15;10.2.1.01.15;GASTO EN CUOTAS DE CENTRO DE PADRES EDUCACIÓN MEDIA OTRO TIPO DE ESTABLECIMIENTO O ESTABLECIMIENTO SIN DEPENDENCIA ADMINISTRATIVA
10;2;1;01;16;10.2.1.01.16;CUOTAS DE INCORPORACIÓN Y EXAMEN DE ADMISIÓN EDUCACIÓN MEDIA OTRO TIPO DE ESTABLECIMIENTO O ESTABLECIMIENTO SIN DEPENDENCIA ADMINISTRATIVA
10;2;1;01;17;10.2.1.01.17;OTROS GASTOS N.C.P. EN EDUCACIÓN MEDIA
10;3;0;00;00;10.3.0.00.00;ENSEÑANZA POSTSECUNDARIA NO TERCIARIA
10;3;1;00;00;10.3.1.00.00;ENSEÑANZA POSTSECUNDARIA NO TERCIARIA
10;3;1;01;00;10.3.1.01.00;SERVICIO DE ENSEÑANZA POST SECUNDARIA PREUNIVERSITARIOS
10;3;1;01;01;10.3.1.01.01;GASTO EN MATRÍCULA PREUNIVERSITARIO
10;3;1;01;02;10.3.1.01.02;ARANCEL (MENSUALIZADO) PREUNIVERSITARIO
10;3;1;01;03;10.3.1.01.03;INSCRIPCIÓN PRUEBA SELECCIÓN UNIVERSITARIA
10;3;1;01;04;10.3.1.01.04;OTROS GASTOS N.C.P. EN EDUCACIÓN POSTSECUNDARIA NO TERCIARIA
10;4;0;00;00;10.4.0.00.00;ENSEÑANZA TERCIARIA
10;4;1;00;00;10.4.1.00.00;ENSEÑANZA TERCIARIA
10;4;1;01;00;10.4.1.01.00;SERVICIO DE ENSEÑANZA EN CENTRO DE FORMACIÓN TÉCNICA
10;4;1;01;01;10.4.1.01.01;GASTO EN MATRÍCULA TÉCNICO NIVEL SUPERIOR Y PROFESIONAL EN CENTRO DE FORMACIÓN TÉCNICA (CFT)
10;4;1;01;02;10.4.1.01.02;ARANCEL (MENSUALIZADO) TÉCNICO NIVEL SUPERIOR Y PROFESIONAL EN CENTRO DE FORMACIÓN TÉCNICA (CFT)
10;4;1;01;03;10.4.1.01.03;OTROS GASTOS N.C.P. PARA TÉCNICO NIVEL SUPERIOR Y PROFESIONAL EN CENTRO DE FORMACIÓN TÉCNICA (CFT)
10;4;1;02;00;10.4.1.02.00;SERVICIO DE ENSEÑANZA EN INSTITUTO PROFESIONAL (IP)
10;4;1;02;01;10.4.1.02.01;GASTO EN MATRÍCULA TÉCNICO NIVEL SUPERIOR Y PROFESIONAL EN INSTITUTO PROFESIONAL (IP)
10;4;1;02;02;10.4.1.02.02;ARANCEL (MENSUALIZADO) TÉCNICO NIVEL SUPERIOR Y PROFESIONAL EN INSTITUTO PROFESIONAL (IP)
10;4;1;02;03;10.4.1.02.03;OTROS GASTOS N.C.P. PARA TÉCNICO NIVEL SUPERIOR Y PROFESIONAL EN INSTITUTO PROFESIONAL (IP)
10;4;1;03;00;10.4.1.03.00;SERVICIO DE ENSEÑANZA EN UNIVERSIDAD DEL CONSEJO DE RECTORES (TÉCNICO NIVEL SUPERIOR Y PROFESIONAL)
10;4;1;03;01;10.4.1.03.01;GASTO EN MATRÍCULA TÉCNICO NIVEL SUPERIOR Y PROFESIONAL EN UNIVERSIDAD DEL CONSEJO DE RECTORES (CRUCH)
10;4;1;03;02;10.4.1.03.02;ARANCEL (MENSUALIZADO) TÉCNICO NIVEL SUPERIOR Y PROFESIONAL UNIVERSIDAD DEL CONSEJO DE RECTORES (CRUCH)
10;4;1;03;03;10.4.1.03.03;OTROS GASTOS N.C.P. PARA TÉCNICO NIVEL SUPERIOR Y PROFESIONAL EN UNIVERSIDAD DEL CONSEJO DE RECTORES (CRUCH)
10;4;1;04;00;10.4.1.04.00;SERVICIO DE ENSEÑANZA EN UNIVERSIDAD NO PERTENECIENTE AL CONSEJO DE RECTORES (TÉCNICO NIVEL SUPERIOR Y PROFESIONAL)
10;4;1;04;01;10.4.1.04.01;GASTO EN MATRÍCULA TÉCNICO NIVEL SUPERIOR Y PROFESIONAL EN UNIVERSIDADES PRIVADAS
10;4;1;04;02;10.4.1.04.02;ARANCEL (MENSUALIZADO) TÉCNICO NIVEL SUPERIOR Y PROFESIONAL EN UNIVERSIDADES PRIVADAS
10;4;1;04;03;10.4.1.04.03;OTROS GASTOS N.C.P. PARA TÉCNICO NIVEL SUPERIOR Y PROFESIONAL EN UNIVERSIDADES PRIVADAS
10;4;1;05;00;10.4.1.05.00;SERVICIO DE ENSEÑANZA EN OTRA INSTITUCIÓN (INCLUYE FFAA Y OTRAS) (TÉCNICO NIVEL SUPERIOR Y PROFESIONAL)
10;4;1;05;01;10.4.1.05.01;GASTO EN MATRÍCULA TÉCNICO NIVEL SUPERIOR Y PROFESIONAL OTRO TIPO DE ESTABLECIMIENTO
10;4;1;05;02;10.4.1.05.02;ARANCEL (MENSUALIZADO) TÉCNICO NIVEL SUPERIOR Y PROFESIONAL OTRAS
10;4;1;05;03;10.4.1.05.03;OTROS GASTOS N.C.P. PARA TÉCNICO NIVEL SUPERIOR Y PROFESIONAL EN OTRO TIPO DE ESTABLECIMIENTOS
10;4;1;06;00;10.4.1.06.00;SERVICIO DE ENSEÑANZA DE POSTÍTULO Y POSTGRADO
10;4;1;06;01;10.4.1.06.01;GASTO EN MATRÍCULA DE POSTÍTULO Y POSTGRADO
10;4;1;06;02;10.4.1.06.02;ARANCEL (MENSUALIZADO) DE POSTÍTULO Y POSTGRADO
10;4;1;06;03;10.4.1.06.03;OTROS GASTOS N.C.P. PARA POSTÍTULO Y POSTGRADO
10;5;0;00;00;10.5.0.00.00;ENSEÑANZA NO ATRIBUIBLE A NINGÚN NIVEL
10;5;1;00;00;10.5.1.00.00;ENSEÑANZA NO ATRIBUIBLE A NINGÚN NIVEL
10;5;1;01;00;10.5.1.01.00;ENSEÑANZA NO ATRIBUIBLE A NINGÚN NIVEL
10;5;1;01;01;10.5.1.01.01;CLASES PARTICULARES
10;5;1;01;02;10.5.1.01.02;CURSOS DE COMPUTACIÓN
10;5;1;01;03;10.5.1.01.03;CURSOS DE IDIOMAS
10;5;1;01;04;10.5.1.01.04;DIPLOMADOS Y CERTIFICACIONES
10;5;1;01;05;10.5.1.01.05;OTROS CURSOS DE CAPACITACIÓN Y PERFECCIONAMIENTO N.C.P.
10;5;1;01;06;10.5.1.01.06;PAGO POR CERTIFICADOS Y EXÁMENES PARA TODOS LOS NIVELES EDUCACIONALES Y DEPENDENCIAS ADMINISTRATIVAS
10;5;1;02;00;10.5.1.02.00;GASTOS AGREGADOS MATRÍCULAS, ARANCELES, CUOTAS DE INCORPORACIÓN, CENTRO DE PADRES Y OTROS GASTOS EN EDUCACIÓN DIFERENCIAL, PRE BÁSICA, BÁSICA Y MEDIA N.C.P.
10;5;1;02;01;10.5.1.02.01;GASTOS AGREGADOS POR CONCEPTO DE  MATRÍCULAS EN CENTROS DE EDUCACIÓN DIFERENCIAL, PRE BÁSICA, BÁSICA Y MEDIA
10;5;1;02;02;10.5.1.02.02;GASTOS AGREGADOS POR CONCEPTO DE  ARANCELES EN CENTROS DE EDUCACIÓN DIFERENCIAL, PRE BÁSICA, BÁSICA Y MEDIA
10;5;1;02;03;10.5.1.02.03;GASTOS AGREGADOS POR CONCEPTO DE CENTROS DE PADRES EN CENTROS DE EDUCACIÓN DIFERENCIAL, PRE BÁSICA, BÁSICA Y MEDIA
